number,value,datetime_start,datetime_complete,duration,params_model,params_strategy,params_transform,params_use_tda,params_window,state
469,24.330171562499995,2026-06-08 00:52:19.114694,2026-06-08 00:52:20.159189,0 days 00:00:01.044495,KNN,none,none,False,24,COMPLETE
470,31.535332031250004,2026-06-08 00:52:19.271524,2026-06-08 00:52:19.508652,0 days 00:00:00.237128,DecisionTree,none,none,False,24,COMPLETE
471,31.58477065638604,2026-06-08 00:52:19.320153,2026-06-08 00:52:19.579198,0 days 00:00:00.259045,Lasso,none,none,False,24,COMPLETE
472,24.330171562499995,2026-06-08 00:52:19.517171,2026-06-08 00:52:20.495919,0 days 00:00:00.978748,KNN,none,none,False,24,COMPLETE
473,24.330171562499995,2026-06-08 00:52:19.585737,2026-06-08 00:52:20.482796,0 days 00:00:00.897059,KNN,none,none,False,24,COMPLETE
474,24.330171562499995,2026-06-08 00:52:19.727732,2026-06-08 00:52:20.649014,0 days 00:00:00.921282,KNN,exclude,none,False,24,COMPLETE
475,24.330171562499995,2026-06-08 00:52:19.777079,2026-06-08 00:52:20.904967,0 days 00:00:01.127888,KNN,exclude,none,False,24,COMPLETE
476,24.330171562499995,2026-06-08 00:52:20.046998,2026-06-08 00:52:21.828668,0 days 00:00:01.781670,KNN,exclude,none,False,24,COMPLETE
477,24.330171562499995,2026-06-08 00:52:20.162956,2026-06-08 00:52:22.209215,0 days 00:00:02.046259,KNN,exclude,none,False,24,COMPLETE
478,24.330171562499995,2026-06-08 00:52:20.175363,2026-06-08 00:52:22.030634,0 days 00:00:01.855271,KNN,exclude,none,False,24,COMPLETE
479,29.086236666666665,2026-06-08 00:52:20.486647,2026-06-08 00:52:22.980449,0 days 00:00:02.493802,KNN,exclude,none,True,24,COMPLETE
480,29.086236666666665,2026-06-08 00:52:20.499214,2026-06-08 00:52:23.037969,0 days 00:00:02.538755,KNN,exclude,none,True,24,COMPLETE
481,28.7027183101764,2026-06-08 00:52:20.676644,2026-06-08 00:52:21.783976,0 days 00:00:01.107332,ElasticNet,dummy,none,True,24,COMPLETE
482,24.330171562499995,2026-06-08 00:52:20.908215,2026-06-08 00:52:23.091141,0 days 00:00:02.182926,KNN,dummy,none,False,24,COMPLETE
483,24.330171562499995,2026-06-08 00:52:21.785334,2026-06-08 00:52:23.310036,0 days 00:00:01.524702,KNN,none,none,False,24,COMPLETE
484,26.74618166666667,2026-06-08 00:52:21.830673,2026-06-08 00:52:23.106519,0 days 00:00:01.275846,KNN,none,none,False,36,COMPLETE
485,28.989296354166665,2026-06-08 00:52:22.039193,2026-06-08 00:52:23.231252,0 days 00:00:01.192059,KNN,none,diff,False,36,COMPLETE
486,26.74618166666667,2026-06-08 00:52:22.213187,2026-06-08 00:52:23.336918,0 days 00:00:01.123731,KNN,none,none,False,36,COMPLETE
487,27.895876406249997,2026-06-08 00:52:22.984741,2026-06-08 00:52:23.836822,0 days 00:00:00.852081,KNN,none,diff,False,24,COMPLETE
488,28.989296354166665,2026-06-08 00:52:23.040462,2026-06-08 00:52:23.647950,0 days 00:00:00.607488,KNN,none,diff,False,36,COMPLETE
489,26.74618166666667,2026-06-08 00:52:23.095311,2026-06-08 00:52:23.738551,0 days 00:00:00.643240,KNN,none,none,False,36,COMPLETE
490,24.330171562499995,2026-06-08 00:52:23.120169,2026-06-08 00:52:23.907749,0 days 00:00:00.787580,KNN,none,none,False,24,COMPLETE
491,24.330171562499995,2026-06-08 00:52:23.236253,2026-06-08 00:52:23.996349,0 days 00:00:00.760096,KNN,none,none,False,24,COMPLETE
492,24.330171562499995,2026-06-08 00:52:23.313810,2026-06-08 00:52:24.207097,0 days 00:00:00.893287,KNN,none,none,False,24,COMPLETE
493,24.330171562499995,2026-06-08 00:52:23.339456,2026-06-08 00:52:24.180133,0 days 00:00:00.840677,KNN,none,none,False,24,COMPLETE
494,24.330171562499995,2026-06-08 00:52:23.651414,2026-06-08 00:52:24.413759,0 days 00:00:00.762345,KNN,none,none,False,24,COMPLETE
495,24.330171562499995,2026-06-08 00:52:23.741464,2026-06-08 00:52:24.439794,0 days 00:00:00.698330,KNN,none,none,False,24,COMPLETE
496,24.330171562499995,2026-06-08 00:52:23.840664,2026-06-08 00:52:24.478466,0 days 00:00:00.637802,KNN,none,none,False,24,COMPLETE
497,24.405837789373614,2026-06-08 00:52:23.911502,2026-06-08 00:52:24.242198,0 days 00:00:00.330696,SVR_rbf,none,none,False,24,COMPLETE
498,31.58477065638604,2026-06-08 00:52:23.998766,2026-06-08 00:52:24.265243,0 days 00:00:00.266477,Lasso,none,none,False,24,COMPLETE
499,24.330171562499995,2026-06-08 00:52:24.184301,2026-06-08 00:52:24.513018,0 days 00:00:00.328717,KNN,none,none,False,24,COMPLETE
