number,value,datetime_start,datetime_complete,duration,params_exog__cpi_fresh_fruits,params_exog__diesel_price,params_exog__mxn_usd,params_exog__ppi_fertilizers,params_model,params_strategy,params_transform,params_use_tda,params_window,state
372,25.6390625,2026-06-08 00:53:44.080611,2026-06-08 00:53:44.934297,0 days 00:00:00.853686,False,False,True,True,KNN,none,none,False,48,COMPLETE
373,30.516278569599724,2026-06-08 00:53:44.246520,2026-06-08 00:53:44.567587,0 days 00:00:00.321067,False,False,True,True,LinearRegression,none,none,False,24,COMPLETE
374,22.652010208333333,2026-06-08 00:53:44.309826,2026-06-08 00:53:45.273099,0 days 00:00:00.963273,False,False,True,True,KNN,none,none,False,24,COMPLETE
375,22.652010208333333,2026-06-08 00:53:44.465506,2026-06-08 00:53:45.410138,0 days 00:00:00.944632,False,False,True,True,KNN,none,none,False,24,COMPLETE
376,22.652010208333333,2026-06-08 00:53:44.573328,2026-06-08 00:53:45.549287,0 days 00:00:00.975959,False,False,True,True,KNN,none,none,False,24,COMPLETE
377,22.652010208333333,2026-06-08 00:53:44.728610,2026-06-08 00:53:45.684420,0 days 00:00:00.955810,False,False,True,True,KNN,none,none,False,24,COMPLETE
378,22.652010208333333,2026-06-08 00:53:44.848722,2026-06-08 00:53:45.778129,0 days 00:00:00.929407,False,False,True,True,KNN,none,none,False,24,COMPLETE
379,22.652010208333333,2026-06-08 00:53:44.851014,2026-06-08 00:53:45.850697,0 days 00:00:00.999683,False,False,True,True,KNN,none,none,False,24,COMPLETE
380,22.652010208333333,2026-06-08 00:53:44.937468,2026-06-08 00:53:45.882240,0 days 00:00:00.944772,False,False,True,True,KNN,none,none,False,24,COMPLETE
381,22.652010208333333,2026-06-08 00:53:45.275705,2026-06-08 00:53:46.264741,0 days 00:00:00.989036,False,False,True,True,KNN,none,none,False,24,COMPLETE
382,22.652010208333333,2026-06-08 00:53:45.413679,2026-06-08 00:53:46.412947,0 days 00:00:00.999268,False,False,True,True,KNN,none,none,False,24,COMPLETE
383,22.652010208333333,2026-06-08 00:53:45.552932,2026-06-08 00:53:46.500095,0 days 00:00:00.947163,False,False,True,True,KNN,none,none,False,24,COMPLETE
384,22.652010208333333,2026-06-08 00:53:45.689700,2026-06-08 00:53:46.648301,0 days 00:00:00.958601,False,False,True,True,KNN,none,none,False,24,COMPLETE
385,22.652010208333333,2026-06-08 00:53:45.783283,2026-06-08 00:53:46.751298,0 days 00:00:00.968015,False,False,True,True,KNN,none,none,False,24,COMPLETE
386,27.69732365945164,2026-06-08 00:53:45.855926,2026-06-08 00:53:51.149949,0 days 00:00:05.294023,False,False,True,True,GradientBoosting,none,none,False,24,COMPLETE
387,32.673489052375864,2026-06-08 00:53:45.887233,2026-06-08 00:53:46.148262,0 days 00:00:00.261029,False,False,True,True,Lasso,none,none,False,24,COMPLETE
388,27.69732365945164,2026-06-08 00:53:46.150138,2026-06-08 00:53:51.425205,0 days 00:00:05.275067,False,False,True,True,GradientBoosting,none,none,False,24,COMPLETE
389,22.652010208333333,2026-06-08 00:53:46.268691,2026-06-08 00:53:47.247625,0 days 00:00:00.978934,False,False,True,True,KNN,none,none,False,24,COMPLETE
390,22.652010208333333,2026-06-08 00:53:46.416276,2026-06-08 00:53:47.445874,0 days 00:00:01.029598,False,False,True,True,KNN,none,none,False,24,COMPLETE
391,22.652010208333333,2026-06-08 00:53:46.502733,2026-06-08 00:53:47.540750,0 days 00:00:01.038017,False,False,True,True,KNN,none,none,False,24,COMPLETE
392,27.69732365945164,2026-06-08 00:53:46.653871,2026-06-08 00:53:51.849035,0 days 00:00:05.195164,False,False,True,True,GradientBoosting,none,none,False,24,COMPLETE
393,29.01365299954995,2026-06-08 00:53:46.757233,2026-06-08 00:53:52.231737,0 days 00:00:05.474504,False,False,True,True,GradientBoosting,none,none,True,24,COMPLETE
394,27.747775416666663,2026-06-08 00:53:47.249795,2026-06-08 00:53:48.665500,0 days 00:00:01.415705,False,False,True,True,KNN,none,none,True,24,COMPLETE
395,27.69732365945164,2026-06-08 00:53:47.449228,2026-06-08 00:53:52.403511,0 days 00:00:04.954283,False,False,True,True,GradientBoosting,none,none,False,24,COMPLETE
396,22.652010208333333,2026-06-08 00:53:47.544536,2026-06-08 00:53:48.769303,0 days 00:00:01.224767,False,False,True,True,KNN,none,none,False,24,COMPLETE
397,27.69732365945164,2026-06-08 00:53:48.670389,2026-06-08 00:53:52.993188,0 days 00:00:04.322799,False,False,True,True,GradientBoosting,none,none,False,24,COMPLETE
398,27.69732365945164,2026-06-08 00:53:48.771223,2026-06-08 00:53:53.118416,0 days 00:00:04.347193,False,False,True,True,GradientBoosting,none,none,False,24,COMPLETE
399,28.57443774957912,2026-06-08 00:53:51.151144,2026-06-08 00:53:51.296074,0 days 00:00:00.144930,False,False,True,True,Ridge,none,none,False,24,COMPLETE
400,22.652010208333333,2026-06-08 00:53:51.298480,2026-06-08 00:53:52.190268,0 days 00:00:00.891788,False,False,True,True,KNN,none,none,False,24,COMPLETE
401,22.652010208333333,2026-06-08 00:53:51.428654,2026-06-08 00:53:52.321018,0 days 00:00:00.892364,False,False,True,True,KNN,none,none,False,24,COMPLETE
402,22.652010208333333,2026-06-08 00:53:51.851885,2026-06-08 00:53:52.668230,0 days 00:00:00.816345,False,False,True,True,KNN,none,none,False,24,COMPLETE
403,22.652010208333333,2026-06-08 00:53:52.193463,2026-06-08 00:53:53.142107,0 days 00:00:00.948644,False,False,True,True,KNN,none,none,False,24,COMPLETE
404,28.0085586101524,2026-06-08 00:53:52.233989,2026-06-08 00:53:53.150009,0 days 00:00:00.916020,False,False,True,True,KNN,none,log_diff,False,24,COMPLETE
405,28.0085586101524,2026-06-08 00:53:52.322774,2026-06-08 00:53:53.286469,0 days 00:00:00.963695,False,False,True,True,KNN,none,log_diff,False,24,COMPLETE
406,22.652010208333333,2026-06-08 00:53:52.406470,2026-06-08 00:53:53.389254,0 days 00:00:00.982784,False,False,True,True,KNN,none,none,False,24,COMPLETE
407,26.530656352306384,2026-06-08 00:53:52.672135,2026-06-08 00:53:52.899102,0 days 00:00:00.226967,False,False,True,True,ElasticNet,none,none,False,24,COMPLETE
408,28.0085586101524,2026-06-08 00:53:52.902980,2026-06-08 00:53:53.872058,0 days 00:00:00.969078,False,False,True,True,KNN,none,log_diff,False,24,COMPLETE
409,22.652010208333333,2026-06-08 00:53:52.996660,2026-06-08 00:53:53.998710,0 days 00:00:01.002050,False,False,True,True,KNN,none,standard,False,24,COMPLETE
410,28.0085586101524,2026-06-08 00:53:53.122377,2026-06-08 00:53:54.085780,0 days 00:00:00.963403,False,False,True,True,KNN,none,log_diff,False,24,COMPLETE
411,28.0085586101524,2026-06-08 00:53:53.146447,2026-06-08 00:53:54.123732,0 days 00:00:00.977285,False,False,True,True,KNN,none,log_diff,False,24,COMPLETE
412,36.03420328776042,2026-06-08 00:53:53.156335,2026-06-08 00:53:53.477588,0 days 00:00:00.321253,False,False,True,True,DecisionTree,none,none,False,24,COMPLETE
413,36.03420328776042,2026-06-08 00:53:53.289550,2026-06-08 00:53:53.622234,0 days 00:00:00.332684,False,False,True,True,DecisionTree,none,none,False,24,COMPLETE
414,22.652010208333333,2026-06-08 00:53:53.391904,2026-06-08 00:53:54.377042,0 days 00:00:00.985138,False,False,True,True,KNN,none,none,False,24,COMPLETE
415,25.36425576388889,2026-06-08 00:53:53.483764,2026-06-08 00:53:54.152213,0 days 00:00:00.668449,False,False,True,True,KNN,none,none,False,36,COMPLETE
416,25.36425576388889,2026-06-08 00:53:53.624143,2026-06-08 00:53:54.302677,0 days 00:00:00.678534,False,False,True,True,KNN,none,standard,False,36,COMPLETE
417,25.36425576388889,2026-06-08 00:53:53.874597,2026-06-08 00:53:54.664345,0 days 00:00:00.789748,False,False,True,True,KNN,none,standard,False,36,COMPLETE
418,25.36425576388889,2026-06-08 00:53:54.002248,2026-06-08 00:53:54.787199,0 days 00:00:00.784951,False,False,True,True,KNN,none,none,False,36,COMPLETE
419,25.36425576388889,2026-06-08 00:53:54.092725,2026-06-08 00:53:54.979355,0 days 00:00:00.886630,False,False,True,True,KNN,none,none,False,36,COMPLETE
420,25.36425576388889,2026-06-08 00:53:54.126391,2026-06-08 00:53:55.062224,0 days 00:00:00.935833,False,False,True,True,KNN,none,none,False,36,COMPLETE
421,22.652010208333333,2026-06-08 00:53:54.154995,2026-06-08 00:53:55.360613,0 days 00:00:01.205618,False,False,True,True,KNN,exclude,none,False,24,COMPLETE
422,22.652010208333333,2026-06-08 00:53:54.307342,2026-06-08 00:53:55.510715,0 days 00:00:01.203373,False,False,True,True,KNN,exclude,none,False,24,COMPLETE
423,25.6390625,2026-06-08 00:53:54.380132,2026-06-08 00:53:55.385883,0 days 00:00:01.005751,False,False,True,True,KNN,none,none,False,48,COMPLETE
424,25.6390625,2026-06-08 00:53:54.667545,2026-06-08 00:53:56.006269,0 days 00:00:01.338724,False,False,True,True,KNN,exclude,none,False,48,COMPLETE
425,49.20856163728233,2026-06-08 00:53:54.792205,2026-06-08 00:53:55.056092,0 days 00:00:00.263887,False,False,True,True,Lasso,exclude,none,False,48,COMPLETE
426,25.6390625,2026-06-08 00:53:54.985087,2026-06-08 00:53:56.543384,0 days 00:00:01.558297,False,False,True,True,KNN,none,none,False,48,COMPLETE
427,22.652010208333333,2026-06-08 00:53:55.064289,2026-06-08 00:53:57.279298,0 days 00:00:02.215009,False,False,True,True,KNN,winsorize,none,False,24,COMPLETE
428,22.652010208333333,2026-06-08 00:53:55.073861,2026-06-08 00:53:57.400368,0 days 00:00:02.326507,False,False,True,True,KNN,winsorize,none,False,24,COMPLETE
429,25.513170651576168,2026-06-08 00:53:55.362887,2026-06-08 00:53:56.055535,0 days 00:00:00.692648,False,False,True,True,SVR_rbf,winsorize,none,False,24,COMPLETE
430,25.513170651576168,2026-06-08 00:53:55.388784,2026-06-08 00:53:55.902516,0 days 00:00:00.513732,False,False,True,True,SVR_rbf,none,none,False,24,COMPLETE
431,25.513170651576168,2026-06-08 00:53:55.517448,2026-06-08 00:53:56.314160,0 days 00:00:00.796712,False,False,True,True,SVR_rbf,winsorize,none,False,24,COMPLETE
432,22.652010208333333,2026-06-08 00:53:55.912419,2026-06-08 00:53:58.378043,0 days 00:00:02.465624,False,False,True,True,KNN,none,none,False,24,COMPLETE
433,27.747775416666663,2026-06-08 00:53:56.012478,2026-06-08 00:53:59.306499,0 days 00:00:03.294021,False,False,True,True,KNN,winsorize,none,True,24,COMPLETE
434,27.747775416666663,2026-06-08 00:53:56.065096,2026-06-08 00:53:59.074025,0 days 00:00:03.008929,False,False,True,True,KNN,none,none,True,24,COMPLETE
435,27.747775416666663,2026-06-08 00:53:56.320359,2026-06-08 00:53:59.285832,0 days 00:00:02.965473,False,False,True,True,KNN,none,none,True,24,COMPLETE
436,27.747775416666663,2026-06-08 00:53:56.579414,2026-06-08 00:53:59.328274,0 days 00:00:02.748860,False,False,True,True,KNN,none,none,True,24,COMPLETE
437,28.57443774957912,2026-06-08 00:53:57.283039,2026-06-08 00:53:58.160416,0 days 00:00:00.877377,False,False,True,True,Ridge,none,none,False,24,COMPLETE
438,32.08295024305555,2026-06-08 00:53:57.405137,2026-06-08 00:53:59.472965,0 days 00:00:02.067828,False,False,True,True,KNN,none,seasonal_diff,True,24,COMPLETE
439,33.17800774305556,2026-06-08 00:53:58.163635,2026-06-08 00:53:59.706322,0 days 00:00:01.542687,False,False,True,True,KNN,none,seasonal_diff,False,24,COMPLETE
440,33.17800774305556,2026-06-08 00:53:58.383963,2026-06-08 00:53:59.797089,0 days 00:00:01.413126,False,False,True,True,KNN,none,seasonal_diff,False,24,COMPLETE
441,22.652010208333333,2026-06-08 00:53:59.075851,2026-06-08 00:54:00.182760,0 days 00:00:01.106909,False,False,True,True,KNN,none,none,False,24,COMPLETE
442,26.530656352306384,2026-06-08 00:53:59.296446,2026-06-08 00:53:59.663987,0 days 00:00:00.367541,False,False,True,True,ElasticNet,none,none,False,24,COMPLETE
443,26.530656352306384,2026-06-08 00:53:59.309171,2026-06-08 00:53:59.641445,0 days 00:00:00.332274,False,False,True,True,ElasticNet,none,none,False,24,COMPLETE
444,35.63626305704119,2026-06-08 00:53:59.331665,2026-06-08 00:53:59.620974,0 days 00:00:00.289309,False,False,True,True,ElasticNet,none,seasonal_diff,False,24,COMPLETE
445,22.652010208333333,2026-06-08 00:53:59.476783,2026-06-08 00:54:00.385036,0 days 00:00:00.908253,False,False,True,True,KNN,none,none,False,24,COMPLETE
446,30.516278569599724,2026-06-08 00:53:59.624403,2026-06-08 00:53:59.975708,0 days 00:00:00.351305,False,False,True,True,LinearRegression,none,none,False,24,COMPLETE
447,30.516278569599724,2026-06-08 00:53:59.644287,2026-06-08 00:53:59.988778,0 days 00:00:00.344491,False,False,True,True,LinearRegression,none,none,False,24,COMPLETE
448,30.516278569599724,2026-06-08 00:53:59.666951,2026-06-08 00:54:00.029978,0 days 00:00:00.363027,False,False,True,True,LinearRegression,none,none,False,24,COMPLETE
449,30.516278569599724,2026-06-08 00:53:59.707917,2026-06-08 00:54:00.055267,0 days 00:00:00.347350,False,False,True,True,LinearRegression,none,none,False,24,COMPLETE
450,22.652010208333333,2026-06-08 00:53:59.799060,2026-06-08 00:54:00.543149,0 days 00:00:00.744089,False,False,True,True,KNN,none,none,False,24,COMPLETE
451,22.652010208333333,2026-06-08 00:53:59.978466,2026-06-08 00:54:00.731970,0 days 00:00:00.753504,False,False,True,True,KNN,none,none,False,24,COMPLETE
452,22.652010208333333,2026-06-08 00:53:59.992120,2026-06-08 00:54:00.689662,0 days 00:00:00.697542,False,False,True,True,KNN,none,none,False,24,COMPLETE
453,22.652010208333333,2026-06-08 00:54:00.031305,2026-06-08 00:54:00.713039,0 days 00:00:00.681734,False,False,True,True,KNN,none,none,False,24,COMPLETE
454,22.652010208333333,2026-06-08 00:54:00.057699,2026-06-08 00:54:00.736252,0 days 00:00:00.678553,False,False,True,True,KNN,none,none,False,24,COMPLETE
455,22.652010208333333,2026-06-08 00:54:00.185354,2026-06-08 00:54:00.889829,0 days 00:00:00.704475,False,False,True,True,KNN,none,none,False,24,COMPLETE
456,22.652010208333333,2026-06-08 00:54:00.387593,2026-06-08 00:54:01.128352,0 days 00:00:00.740759,False,False,True,True,KNN,none,none,False,24,COMPLETE
457,22.652010208333333,2026-06-08 00:54:00.545106,2026-06-08 00:54:01.311092,0 days 00:00:00.765986,False,False,True,True,KNN,none,none,False,24,COMPLETE
458,24.178262044270827,2026-06-08 00:54:00.692517,2026-06-08 00:54:01.420294,0 days 00:00:00.727777,False,False,True,False,KNN,none,none,False,24,COMPLETE
459,24.178262044270827,2026-06-08 00:54:00.717678,2026-06-08 00:54:01.475677,0 days 00:00:00.757999,False,False,True,False,KNN,none,none,False,24,COMPLETE
460,27.326424316406246,2026-06-08 00:54:00.737961,2026-06-08 00:54:01.483490,0 days 00:00:00.745529,False,False,True,False,KNN,none,diff,False,24,COMPLETE
461,28.000107955729167,2026-06-08 00:54:00.740413,2026-06-08 00:54:01.451395,0 days 00:00:00.710982,False,False,True,True,KNN,none,diff,False,24,COMPLETE
462,30.561066534501578,2026-06-08 00:54:00.893271,2026-06-08 00:54:01.089538,0 days 00:00:00.196267,False,False,True,False,Lasso,none,diff,False,24,COMPLETE
463,22.652010208333333,2026-06-08 00:54:01.093244,2026-06-08 00:54:01.773742,0 days 00:00:00.680498,False,False,True,True,KNN,none,none,False,24,COMPLETE
464,22.652010208333333,2026-06-08 00:54:01.130834,2026-06-08 00:54:01.814434,0 days 00:00:00.683600,False,False,True,True,KNN,none,none,False,24,COMPLETE
465,22.652010208333333,2026-06-08 00:54:01.313110,2026-06-08 00:54:02.057772,0 days 00:00:00.744662,False,False,True,True,KNN,none,none,False,24,COMPLETE
466,22.652010208333333,2026-06-08 00:54:01.423504,2026-06-08 00:54:02.082936,0 days 00:00:00.659432,False,False,True,True,KNN,none,none,False,24,COMPLETE
467,22.652010208333333,2026-06-08 00:54:01.455010,2026-06-08 00:54:02.140401,0 days 00:00:00.685391,False,False,True,True,KNN,none,none,False,24,COMPLETE
468,22.652010208333333,2026-06-08 00:54:01.479009,2026-06-08 00:54:02.224255,0 days 00:00:00.745246,False,False,True,True,KNN,none,none,False,24,COMPLETE
469,22.652010208333333,2026-06-08 00:54:01.485717,2026-06-08 00:54:02.249476,0 days 00:00:00.763759,False,False,True,True,KNN,none,none,False,24,COMPLETE
470,22.652010208333333,2026-06-08 00:54:01.778235,2026-06-08 00:54:02.581564,0 days 00:00:00.803329,False,False,True,True,KNN,none,none,False,24,COMPLETE
471,22.652010208333333,2026-06-08 00:54:01.816568,2026-06-08 00:54:02.677083,0 days 00:00:00.860515,False,False,True,True,KNN,none,none,False,24,COMPLETE
472,22.652010208333333,2026-06-08 00:54:02.060995,2026-06-08 00:54:02.934113,0 days 00:00:00.873118,False,False,True,True,KNN,none,none,False,24,COMPLETE
473,28.57443774957912,2026-06-08 00:54:02.085529,2026-06-08 00:54:02.384058,0 days 00:00:00.298529,False,False,True,True,Ridge,none,none,False,24,COMPLETE
474,22.652010208333333,2026-06-08 00:54:02.142768,2026-06-08 00:54:03.026794,0 days 00:00:00.884026,False,False,True,True,KNN,none,none,False,24,COMPLETE
475,28.57443774957912,2026-06-08 00:54:02.226421,2026-06-08 00:54:02.519829,0 days 00:00:00.293408,False,False,True,True,Ridge,none,none,False,24,COMPLETE
476,28.57443774957912,2026-06-08 00:54:02.253081,2026-06-08 00:54:02.552543,0 days 00:00:00.299462,False,False,True,True,Ridge,none,none,False,24,COMPLETE
477,22.652010208333333,2026-06-08 00:54:02.385610,2026-06-08 00:54:03.199193,0 days 00:00:00.813583,False,False,True,True,KNN,none,none,False,24,COMPLETE
478,22.652010208333333,2026-06-08 00:54:02.523684,2026-06-08 00:54:03.289835,0 days 00:00:00.766151,False,False,True,True,KNN,none,none,False,24,COMPLETE
479,22.652010208333333,2026-06-08 00:54:02.555566,2026-06-08 00:54:03.311558,0 days 00:00:00.755992,False,False,True,True,KNN,none,none,False,24,COMPLETE
480,36.03420328776042,2026-06-08 00:54:02.585571,2026-06-08 00:54:02.849232,0 days 00:00:00.263661,False,False,True,True,DecisionTree,none,none,False,24,COMPLETE
481,22.652010208333333,2026-06-08 00:54:02.680715,2026-06-08 00:54:03.465957,0 days 00:00:00.785242,False,False,True,True,KNN,none,none,False,24,COMPLETE
482,22.652010208333333,2026-06-08 00:54:02.853483,2026-06-08 00:54:03.589533,0 days 00:00:00.736050,False,False,True,True,KNN,none,none,False,24,COMPLETE
483,22.652010208333333,2026-06-08 00:54:02.937387,2026-06-08 00:54:03.665215,0 days 00:00:00.727828,False,False,True,True,KNN,none,none,False,24,COMPLETE
484,22.652010208333333,2026-06-08 00:54:03.029990,2026-06-08 00:54:03.750021,0 days 00:00:00.720031,False,False,True,True,KNN,none,none,False,24,COMPLETE
485,22.652010208333333,2026-06-08 00:54:03.201812,2026-06-08 00:54:03.930889,0 days 00:00:00.729077,False,False,True,True,KNN,none,none,False,24,COMPLETE
486,22.652010208333333,2026-06-08 00:54:03.292442,2026-06-08 00:54:04.071614,0 days 00:00:00.779172,False,False,True,True,KNN,none,none,False,24,COMPLETE
487,22.652010208333333,2026-06-08 00:54:03.315064,2026-06-08 00:54:04.089214,0 days 00:00:00.774150,False,False,True,True,KNN,none,none,False,24,COMPLETE
488,22.652010208333333,2026-06-08 00:54:03.468538,2026-06-08 00:54:04.284868,0 days 00:00:00.816330,False,False,True,True,KNN,none,none,False,24,COMPLETE
489,22.652010208333333,2026-06-08 00:54:03.592577,2026-06-08 00:54:04.385521,0 days 00:00:00.792944,False,False,True,True,KNN,none,standard,False,24,COMPLETE
490,22.652010208333333,2026-06-08 00:54:03.667836,2026-06-08 00:54:04.463912,0 days 00:00:00.796076,False,False,True,True,KNN,none,standard,False,24,COMPLETE
491,32.673489052375864,2026-06-08 00:54:03.754844,2026-06-08 00:54:04.009929,0 days 00:00:00.255085,False,False,True,True,Lasso,none,none,False,24,COMPLETE
492,24.78113171916867,2026-06-08 00:54:03.934883,2026-06-08 00:54:04.196875,0 days 00:00:00.261992,False,False,True,True,Lasso,none,standard,False,24,COMPLETE
493,22.652010208333333,2026-06-08 00:54:04.012250,2026-06-08 00:54:04.763294,0 days 00:00:00.751044,False,False,True,True,KNN,none,none,False,24,COMPLETE
494,22.652010208333333,2026-06-08 00:54:04.077663,2026-06-08 00:54:04.793239,0 days 00:00:00.715576,False,False,True,True,KNN,none,none,False,24,COMPLETE
495,22.652010208333333,2026-06-08 00:54:04.091670,2026-06-08 00:54:04.813871,0 days 00:00:00.722201,False,False,True,True,KNN,none,standard,False,24,COMPLETE
496,22.652010208333333,2026-06-08 00:54:04.199725,2026-06-08 00:54:04.838405,0 days 00:00:00.638680,False,False,True,True,KNN,none,none,False,24,COMPLETE
497,22.652010208333333,2026-06-08 00:54:04.286874,2026-06-08 00:54:04.886304,0 days 00:00:00.599430,False,False,True,True,KNN,none,none,False,24,COMPLETE
498,22.652010208333333,2026-06-08 00:54:04.388047,2026-06-08 00:54:04.904587,0 days 00:00:00.516540,False,False,True,True,KNN,none,none,False,24,COMPLETE
499,22.652010208333333,2026-06-08 00:54:04.467051,2026-06-08 00:54:04.990205,0 days 00:00:00.523154,False,False,True,True,KNN,none,none,False,24,COMPLETE
